Date Issue,Location,Comment,License Plate,Type,Ticket #
01/03/2024 09:05 AM,FAIRCHILD ST,METERS ENFORCED 8AM-6PM MON-SAT,AMH9754,009 EXPIRED METER (ON STREET),24P2800038
01/03/2024 09:32 AM,WASHINGTON AVE,METERS ENFORCED 8AM-6PM MON-SAT,AVV5877,009 EXPIRED METER (ON STREET),24P2800039
01/03/2024 09:38 AM,MIFFLIN ST,METERS ENFORCED 8AM-6PM MON-SAT,ALR6906,009 EXPIRED METER (ON STREET),24P2800040
01/03/2024 10:02 AM,WASHINGTON AVE,METERS ENFORCED 8AM-6PM MON-SAT,AGP1619,009 EXPIRED METER (ON STREET),24P2800041
01/03/2024 10:09 AM,BROOM ST,METERS ENFORCED 8AM-6PM MON-SAT,APM9979,009 EXPIRED METER (ON STREET),24P2800042
01/03/2024 10:19 AM,JOHNSON ST,METERS ENFORCED 8AM-6PM MON-SAT,AFP7219,009 EXPIRED METER (ON STREET),24P2800043
01/03/2024 10:25 AM,DAYTON ST,METERS ENFORCED 8AM-6PM MON-SAT,GYF071,009 EXPIRED METER (ON STREET),24P2800044
01/03/2024 10:28 AM,STATE ST CAPITOL RAMP,METERS ENFORCED 24 HOURS DAILY.,AGJ8499,001 EXPIRED METER (MUN. LOT),24P2800045
01/03/2024 10:33 AM,CARROLL ST,METERS ENFORCED 8AM-6PM MON-SAT,ASL2147,009 EXPIRED METER (ON STREET),24P2800046
01/03/2024 10:35 AM,CARROLL ST,METERS ENFORCED 8AM-6PM MON-SAT,XE53822,009 EXPIRED METER (ON STREET),24P2800047
01/03/2024 10:45 AM,CARROLL ST,METERS ENFORCED 8AM-6PM MON-SAT,ADJ6674,009 EXPIRED METER (ON STREET),24P2800048
01/03/2024 12:31 PM,MARTIN LUTHER KING JR BLVD,METERS ENFORCED 8AM-6PM MON-SAT,ARE9765,009 EXPIRED METER (ON STREET),24P2800049
01/03/2024 12:38 PM,MARTIN LUTHER KING JR BLVD,LIMIT 1 HOUR. CHALKED RR GREEN @9:20AM. STILL VISIBLE.,RC5933,W010 WARNING - OVER TIME LIMIT AT SAME METER,24P2800050
01/03/2024 01:06 PM,WILSON ST,METERS ENFORCED 8AM-6PM MON-SAT,AHW2892,009 EXPIRED METER (ON STREET),24P2800051
01/03/2024 01:14 PM,DOTY ST,METERS ENFORCED 8AM-6PM MON-SAT,922FGY,009 EXPIRED METER (ON STREET),24P2800052
01/03/2024 01:16 PM,DOTY ST,METERS ENFORCED 8AM-6PM MON-SAT,ATD8718,009 EXPIRED METER (ON STREET),24P2800053
01/03/2024 01:25 PM,FAIRCHILD ST,METERS ENFORCED 8AM-6PM MON-SAT,AJM6556,009 EXPIRED METER (ON STREET),24P2800054
01/03/2024 01:27 PM,FAIRCHILD ST,METERS ENFORCED 8AM-6PM MON-SAT,LJ2058,009 EXPIRED METER (ON STREET),24P2800055
01/03/2024 01:30 PM,FAIRCHILD ST,METERS ENFORCED 8AM-6PM MON-SAT,50394E,009 EXPIRED METER (ON STREET),24P2800056
01/03/2024 01:34 PM,MAIN ST,METERS ENFORCED 8AM-6PM MON-SAT,BR17QN,009 EXPIRED METER (ON STREET),24P2800057
01/03/2024 01:36 PM,MAIN ST,METERS ENFORCED 8AM-6PM MON-SAT,541UYM,009 EXPIRED METER (ON STREET),24P2800058
01/03/2024 01:41 PM,DOTY ST,METERS ENFORCED 8AM-6PM MON-SAT,AKH6900,009 EXPIRED METER (ON STREET),24P2800059
01/03/2024 01:52 PM,WASHINGTON AVE,LIMIT 1 HOUR. CITATION FROM 9:32AM STILL ON VEHICLE. SAME METER.,AVV5877,W010 WARNING - OVER TIME LIMIT AT SAME METER,24P2800060
01/03/2024 01:58 PM,FAIRCHILD ST,METERS ENFORCED 8AM-6PM MON-SAT,R529129,009 EXPIRED METER (ON STREET),24P2800061
01/03/2024 02:02 PM,MIFFLIN ST,METERS ENFORCED 8AM-6PM MON-SAT,AKM2060,009 EXPIRED METER (ON STREET),24P2800062
01/03/2024 02:06 PM,DAYTON ST,THIS METER ENFORCED 11AM-6PM TODAY,AWC9113,009 EXPIRED METER (ON STREET),24P2800063
01/03/2024 02:38 PM,BROOM ST,METERS ENFORCED 8AM-6PM MON-SAT,AKV5079,009 EXPIRED METER (ON STREET),24P2800064
01/03/2024 02:52 PM,STATE ST CAPITOL RAMP,2 HOUR LIMIT. CITATION FROM 10:28AM STILL ON VEHICLE. SAME METER.,AGJ8499,135 OVERTIME PARKING AT METER(MUN LOT),24P2800065
01/03/2024 02:55 PM,STATE ST CAPITOL RAMP,METERS ENFORCED 24 HOURS DAILY.,AMM4039,001 EXPIRED METER (MUN. LOT),24P2800066
01/03/2024 02:58 PM,STATE ST CAPITOL RAMP,METERS ENFORCED 24 HOURS DAILY.,ABN2811,001 EXPIRED METER (MUN. LOT),24P2800067
01/03/2024 03:10 PM,CARROLL ST,METERS ENFORCED 8AM-6PM MON-SAT,ARH8351,009 EXPIRED METER (ON STREET),24P2800068
01/04/2024 08:48 AM,DOTY ST,METERS ENFORCED 8AM-6PM MON-SAT,AKJ6268,009 EXPIRED METER (ON STREET),24P2800069
01/04/2024 08:58 AM,CARROLL ST,METERS ENFORCED 8AM-6PM MON-SAT,368WMG,009 EXPIRED METER (ON STREET),24P2800070
01/04/2024 09:07 AM,DOTY ST,METERS ENFORCED 8AM-6PM MON-SAT,FL530ACY,009 EXPIRED METER (ON STREET),24P2800071
01/04/2024 09:15 AM,CARROLL ST,METERS ENFORCED 8AM-6PM MON-SAT,ABN6386,009 EXPIRED METER (ON STREET),24P2800072
01/04/2024 09:23 AM,HAMILTON ST,METERS ENFORCED 8AM-6PM MON-SAT,118VGD,009 EXPIRED METER (ON STREET),24P2800073
01/04/2024 09:26 AM,DOTY ST,METERS ENFORCED 8AM-6PM MON-SAT,AHE5834,009 EXPIRED METER (ON STREET),24P2800074
01/04/2024 09:39 AM,MAIN ST,METERS ENFORCED 8AM-6PM MON-SAT,AMY7840,009 EXPIRED METER (ON STREET),24P2800075
01/04/2024 09:45 AM,HAMILTON ST,METERS ENFORCED 8AM-6PM MON-SAT,ABE6937,009 EXPIRED METER (ON STREET),24P2800076
01/04/2024 09:49 AM,HAMILTON ST,METERS ENFORCED 8AM-6PM MON-SAT,ATE3667,009 EXPIRED METER (ON STREET),24P2800077
01/04/2024 09:51 AM,HAMILTON ST,METERS ENFORCED 8AM-6PM MON-SAT,AHR3781,009 EXPIRED METER (ON STREET),24P2800078
01/04/2024 09:55 AM,HAMILTON ST,METERS ENFORCED 8AM-6PM MON-SAT,346ZBS,009 EXPIRED METER (ON STREET),24P2800079
01/04/2024 10:38 AM,BROOM ST,METERS ENFORCED 8AM-6PM MON-SAT,ASL6110,009 EXPIRED METER (ON STREET),24P2800080
01/04/2024 10:52 AM,DAYTON ST,METERS ENFORCED 8AM-6PM MON-SAT,XE53822,009 EXPIRED METER (ON STREET),24P2800081
01/04/2024 10:54 AM,DAYTON ST,METERS ENFORCED 8AM-6PM MON-SAT,ASL2147,009 EXPIRED METER (ON STREET),24P2800082
01/04/2024 11:02 AM,DAYTON ST,METERS ENFORCED 8AM-6PM MON-SAT,AUF3041,009 EXPIRED METER (ON STREET),24P2800083
01/04/2024 11:07 AM,DAYTON ST,METERS ENFORCED 8AM-6PM MON-SAT,AD64817,009 EXPIRED METER (ON STREET),24P2800084
01/04/2024 11:11 AM,MIFFLIN ST,METERS ENFORCED 8AM-6PM MON-SAT,AHW1901,009 EXPIRED METER (ON STREET),24P2800085
01/04/2024 11:20 AM,WASHINGTON AVE,METERS ENFORCED 8AM-6PM MON-SAT,AVV5877,009 EXPIRED METER (ON STREET),24P2800086
01/04/2024 12:45 PM,MARTIN LUTHER KING JR BLVD,METERS ENFORCED 8AM-6PM MON-SAT,472YFT,009 EXPIRED METER (ON STREET),24P2800087
01/04/2024 12:51 PM,CARROLL ST,LIMIT 1 HOUR. CITATION FROM 8:58AM STILL ON VEHICLE. SAME METER.,368WMG,010 OVER TIME LIMIT AT SAME METER,24P2800088
01/04/2024 01:05 PM,MAIN ST,METERS ENFORCED 8AM-6PM MON-SAT,452YGK,009 EXPIRED METER (ON STREET),24P2800089
01/04/2024 01:10 PM,MAIN ST,METERS ENFORCED 8AM-6PM MON-SAT,DV49331,009 EXPIRED METER (ON STREET),24P2800090
01/04/2024 01:11 PM,MAIN ST,METERS ENFORCED 8AM-6PM MON-SAT,ARK2026,009 EXPIRED METER (ON STREET),24P2800091
01/04/2024 01:13 PM,MAIN ST,METERS ENFORCED 8AM-6PM MON-SAT,690WAE,009 EXPIRED METER (ON STREET),24P2800092
01/04/2024 01:17 PM,MAIN ST,METERS ENFORCED 8AM-6PM MON-SAT,AEE2016,009 EXPIRED METER (ON STREET),24P2800093
01/04/2024 01:31 PM,MIFFLIN ST,METERS ENFORCED 8AM-6PM MON-SAT,478YSE,009 EXPIRED METER (ON STREET),24P2800094
01/04/2024 01:35 PM,MIFFLIN ST,METERS ENFORCED 8AM-6PM MON-SAT,ALC2425,009 EXPIRED METER (ON STREET),24P2800095
01/04/2024 01:41 PM,DAYTON ST,THIS METER ENFORCED 11AM-6PM TODAY,ANR4834,009 EXPIRED METER (ON STREET),24P2800096
01/04/2024 01:45 PM,HENRY ST,METERS ENFORCED 8AM-6PM MON-SAT,AJW7993,009 EXPIRED METER (ON STREET),24P2800097
01/04/2024 01:47 PM,HENRY ST,METERS ENFORCED 8AM-6PM MON-SAT,878VVZ,009 EXPIRED METER (ON STREET),24P2800098
01/04/2024 02:04 PM,MIFFLIN ST,METERS ENFORCED 8AM-6PM MON-SAT,967WPN,009 EXPIRED METER (ON STREET),24P2800099
01/04/2024 02:17 PM,STATE ST,NO STOPPING STANDING OR PARKING W/ARROW ALSO DOES NOT HAVE A VISIBLE STATE ST PERMIT,ASY6656,063 NO STOPPING STANDING OR PARKING,24P2800100
01/04/2024 02:27 PM,DAYTON ST,LIMIT 1 HOUR. CITATION FROM 11:02AM STILL ON VEHICLE. SAME METER.,AUF3041,010 OVER TIME LIMIT AT SAME METER,24P2800101
01/04/2024 02:35 PM,WISCONSIN AVE,METERS ENFORCED 8AM-6PM MON-SAT,AWA4761,009 EXPIRED METER (ON STREET),24P2800102
01/04/2024 02:38 PM,WISCONSIN AVE,METERS ENFORCED 8AM-6PM MON-SAT,ARD7973,009 EXPIRED METER (ON STREET),24P2800103
01/04/2024 02:41 PM,MIFFLIN ST,METERS ENFORCED 8AM-6PM MON-SAT,AEK2644,009 EXPIRED METER (ON STREET),24P2800104
01/04/2024 02:47 PM,CARROLL ST,METERS ENFORCED 8AM-6PM MON-SAT,AVF1457,009 EXPIRED METER (ON STREET),24P2800105
01/04/2024 02:49 PM,CARROLL ST,METERS ENFORCED 8AM-6PM MON-SAT,ALW7472,009 EXPIRED METER (ON STREET),24P2800106
01/04/2024 02:51 PM,CARROLL ST,METERS ENFORCED 8AM-6PM MON-SAT,AKB5909,009 EXPIRED METER (ON STREET),24P2800107
01/04/2024 02:56 PM,WASHINGTON AVE,LIMIT 1 HOUR. CITATION FROM 11:20AM STILL ON VEHICLE. SAME METER.,AVV5877,010 OVER TIME LIMIT AT SAME METER,24P2800108
01/04/2024 03:01 PM,FAIRCHILD ST,METERS ENFORCED 8AM-6PM MON-SAT,AVA6793,009 EXPIRED METER (ON STREET),24P2800109
01/04/2024 03:04 PM,MIFFLIN ST,METERS ENFORCED 8AM-6PM MON-SAT,TG6061,009 EXPIRED METER (ON STREET),24P2800110
01/04/2024 03:15 PM,HAMILTON ST,16 - NO DIS PERMIT VISIBLE IN VEH,GD82817,016 DISABLED PARKING VIOLATION,24P2800111
01/05/2024 09:01 AM,WILSON ST,METERS ENFORCED 8AM-6PM MON-SAT,LJ2058,009 EXPIRED METER (ON STREET),24P2800112
01/05/2024 09:06 AM,HAMILTON ST,METERS ENFORCED 8AM-6PM MON-SAT,ASJ8653,009 EXPIRED METER (ON STREET),24P2800113
01/05/2024 09:10 AM,FAIRCHILD ST,METERS ENFORCED 8AM-6PM MON-SAT,ADM3876,009 EXPIRED METER (ON STREET),24P2800114
01/05/2024 09:21 AM,DOTY ST,PASSENGER LOADING ZONE 10 MIN. LIMIT WITH ARROW CHALKED RR YELLOW @8:50AM. STILL VISIBLE.,UJ9339,068 LOADING ZONE,24P2800115
01/05/2024 09:26 AM,DOTY ST,METERS ENFORCED 8AM-6PM MON-SAT,396TBA,009 EXPIRED METER (ON STREET),24P2800116
01/05/2024 09:34 AM,HENRY ST,METERS ENFORCED 8AM-6PM MON-SAT LIC. PLATES NOT DISPLAYED,Not Found,009 EXPIRED METER (ON STREET),24P2800117
01/05/2024 09:34 AM,HENRY ST,METERS ENFORCED 8AM-6PM MON-SATLIC. PLATES NOT DISPLAYED,Not Found,050 UNREG.VEH/IMPROPER DISPLAY,24P2800118
01/05/2024 09:47 AM,FAIRCHILD ST,METERS ENFORCED 8AM-6PM MON-SAT,AMH9754,009 EXPIRED METER (ON STREET),24P2800119
01/05/2024 09:54 AM,WASHINGTON AVE,METERS ENFORCED 8AM-6PM MON-SAT,ATD6043,009 EXPIRED METER (ON STREET),24P2800120
01/05/2024 10:00 AM,FAIRCHILD ST,METERS ENFORCED 8AM-6PM MON-SAT,ACL4336,009 EXPIRED METER (ON STREET),24P2800121
01/05/2024 10:04 AM,MIFFLIN ST,METERS ENFORCED 8AM-6PM MON-SAT,ELMNTL,009 EXPIRED METER (ON STREET),24P2800122
01/05/2024 10:07 AM,MIFFLIN ST,METERS ENFORCED 8AM-6PM MON-SAT,AMF8807,009 EXPIRED METER (ON STREET),24P2800123
01/05/2024 10:38 AM,JOHNSON ST,THIS METER ENFORCED 9AM-3PM TODAY,542XCM,009 EXPIRED METER (ON STREET),24P2800124
01/05/2024 10:47 AM,STATE ST CAPITOL RAMP,METERS ENFORCED 24 HOURS DAILY.,ASW7326,001 EXPIRED METER (MUN. LOT),24P2800125
01/05/2024 10:50 AM,STATE ST CAPITOL RAMP,METERS ENFORCED 24 HOURS DAILY.,3WICK,001 EXPIRED METER (MUN. LOT),24P2800126
01/05/2024 10:54 AM,DAYTON ST,METERS ENFORCED 8AM-6PM MON-SAT,AHZ4395,009 EXPIRED METER (ON STREET),24P2800127
01/05/2024 10:56 AM,DAYTON ST,METERS ENFORCED 8AM-6PM MON-SAT,101TZD,009 EXPIRED METER (ON STREET),24P2800128
01/05/2024 11:27 AM,HENRY ST,METERS ENFORCED 8AM-6PM MON-SAT,AVZ6526,009 EXPIRED METER (ON STREET),24P2800129
01/05/2024 11:29 AM,HENRY ST,METERS ENFORCED 8AM-6PM MON-SAT,770ZBF,009 EXPIRED METER (ON STREET),24P2800130
01/05/2024 11:33 AM,HENRY ST,METERS ENFORCED 8AM-6PM MON-SAT,ADK5500,009 EXPIRED METER (ON STREET),24P2800131
01/05/2024 11:35 AM,HENRY ST,METERS ENFORCED 8AM-6PM MON-SAT,MD8675,009 EXPIRED METER (ON STREET),24P2800132
01/05/2024 11:58 AM,HENRY ST,METERS ENFORCED 8AM-6PM MON-SAT,ASL2674,009 EXPIRED METER (ON STREET),24P2800133
01/05/2024 12:02 PM,FAIRCHILD ST,METERS ENFORCED 8AM-6PM MON-SAT,THENNES,009 EXPIRED METER (ON STREET),24P2800134
01/05/2024 12:13 PM,WASHINGTON AVE,LIMIT 1 HOUR. CITATION FROM 9:54AM STILL ON VEHICLE. SAME METER.,ATD6043,010 OVER TIME LIMIT AT SAME METER,24P2800135
01/05/2024 12:22 PM,MARTIN LUTHER KING JR BLVD,METERS ENFORCED 8AM-6PM MON-SAT,XE47493,009 EXPIRED METER (ON STREET),24P2800136
01/05/2024 01:17 PM,DOTY ST,METERS ENFORCED 8AM-6PM MON-SAT,566VXG,009 EXPIRED METER (ON STREET),24P2800137
01/05/2024 01:21 PM,FAIRCHILD ST,METERS ENFORCED 8AM-6PM MON-SAT,ADM3876,009 EXPIRED METER (ON STREET),24P2800138
01/05/2024 01:41 PM,FAIRCHILD ST,LIMIT 2 HOURS. CITATION FROM 10:00AM STILL ON VEHICLE. SAME METER.,ACL4336,W010 WARNING - OVER TIME LIMIT AT SAME METER,24P2800139
01/05/2024 01:44 PM,FAIRCHILD ST,METERS ENFORCED 8AM-6PM MON-SAT,DSR347,009 EXPIRED METER (ON STREET),24P2800140
01/05/2024 01:51 PM,HENRY ST,METERS ENFORCED 8AM-6PM MON-SAT,135XSL,009 EXPIRED METER (ON STREET),24P2800141
01/05/2024 01:53 PM,HENRY ST,METERS ENFORCED 8AM-6PM MON-SAT,ARE8167,009 EXPIRED METER (ON STREET),24P2800142
01/05/2024 02:20 PM,DAYTON ST,METERS ENFORCED 8AM-6PM MON-SAT,364NHZ,009 EXPIRED METER (ON STREET),24P2800143
01/05/2024 02:34 PM,DAYTON ST,LIMIT 1 HOUR. CITATION FROM 10:56AM STILL ON VEHICLE. SAME METER.,101TZD,010 OVER TIME LIMIT AT SAME METER,24P2800144
01/05/2024 02:36 PM,DAYTON ST,METERS ENFORCED 8AM-6PM MON-SAT,ALN5320,009 EXPIRED METER (ON STREET),24P2800145
01/05/2024 02:41 PM,CARROLL ST,METERS ENFORCED 8AM-6PM MON-SAT,SY9586,009 EXPIRED METER (ON STREET),24P2800146
01/05/2024 02:43 PM,CARROLL ST,METERS ENFORCED 8AM-6PM MON-SAT,ASF5844,009 EXPIRED METER (ON STREET),24P2800147
01/05/2024 02:51 PM,WISCONSIN AVE,LINES 100% VISIBLE IN 2 METERED STALLS 808 AND 807,APK8591,079 OUT OF PARALLEL STALL LINES,24P2800148
01/05/2024 02:55 PM,MIFFLIN ST,METERS ENFORCED 8AM-6PM MON-SAT,397XXY,009 EXPIRED METER (ON STREET),24P2800149
01/05/2024 03:08 PM,HAMILTON ST,METERS ENFORCED 8AM-6PM MON-SAT,AHP1809,009 EXPIRED METER (ON STREET),24P2800150
01/05/2024 03:14 PM,CARROLL ST,METERS ENFORCED 8AM-6PM MON-SAT,AJU9282,009 EXPIRED METER (ON STREET),24P2800151
01/08/2024 08:50 AM,HENRY ST,METERS ENFORCED 8AM-6PM MON-SAT,ATX3199,009 EXPIRED METER (ON STREET),24P2800152
01/08/2024 08:55 AM,GORHAM ST,METERS ENFORCED 8AM-6PM MON-SAT,UN1ESS,009 EXPIRED METER (ON STREET),24P2800153
01/08/2024 08:57 AM,BUCKEYE LOT,METERS ENFORCED 24 HOURS DAILY.,AJV2992,001 EXPIRED METER (MUN. LOT),24P2800154
01/08/2024 09:01 AM,GILMAN ST,METERS ENFORCED 8AM-6PM MON-SAT,257SCW,009 EXPIRED METER (ON STREET),24P2800155
01/08/2024 09:08 AM,GORHAM ST,METERS ENFORCED 8AM-6PM MON-SAT,DG76084,009 EXPIRED METER (ON STREET),24P2800156
01/08/2024 09:15 AM,GORHAM ST,METERS ENFORCED 8AM-6PM MON-SAT,ATA5827,009 EXPIRED METER (ON STREET),24P2800157
01/08/2024 09:22 AM,GILMAN ST,METERS ENFORCED 8AM-6PM MON-SAT,ATF9222,009 EXPIRED METER (ON STREET),24P2800158
01/08/2024 09:40 AM,GORHAM ST,24 HOUR LOADING ZONE 10 MINUTE LIMIT W/ARROW CHALKED RR YELLOW @9:20AM. STILL VISIBLE.,UE3618,068 LOADING ZONE,24P2800159
01/08/2024 09:49 AM,FRANCES ST,METERS ENFORCED 8AM-6PM MON-SAT,AVX3287,009 EXPIRED METER (ON STREET),24P2800160
01/08/2024 10:00 AM,LAKE ST,METERS ENFORCED 8AM-6PM MON-SAT,DV54515,009 EXPIRED METER (ON STREET),24P2800161
01/08/2024 10:01 AM,LAKE ST,METERS ENFORCED 8AM-6PM MON-SAT,AFY8839,009 EXPIRED METER (ON STREET),24P2800162
01/08/2024 10:10 AM,GILMAN ST,FREIGHT LOADING ZONE W/ARROW 6AM-11PM CHALKED LR YELLOW @9:20AM. STILL VISIBLE.,ASV1587,068 LOADING ZONE,24P2800163
01/08/2024 10:15 AM,FRANCES ST,METERS ENFORCED 8AM-6PM MON-SAT,AUM4458,009 EXPIRED METER (ON STREET),24P2800164
01/08/2024 10:24 AM,LAKE ST,METER 3851 MOTORCYCLE & MOPED ONLY W/DOUBLE ARROW. ALSO PARTIALLY IN DIS. STALL,AHK3579,075 RESTRICTED BY SIGNS,24P2800165
01/08/2024 10:36 AM,LAKE ST,METERS ENFORCED 8AM-6PM MON-SAT,627RYY,009 EXPIRED METER (ON STREET),24P2800166
01/08/2024 10:42 AM,LANGDON ST,METERS ENFORCED 8AM-6PM MON-SAT,369TZB,009 EXPIRED METER (ON STREET),24P2800167
01/08/2024 10:44 AM,LANGDON ST,METERS ENFORCED 8AM-6PM MON-SAT,TX9333,009 EXPIRED METER (ON STREET),24P2800168
01/08/2024 12:17 PM,STATE ST,NO TRUCK STOPPING STANDING OR PARKING ENTIRE STREET 11:30AM-1:30PM,DH30374,123 STOP/STAND/PARK TRK 11:30AM-1:30PM,24P2800169
01/08/2024 12:23 PM,GORHAM ST,"LIMIT 2 HOURS. CITATION FROM 9:08AM STILL ON VEHICLE, SAME METER. YELLOW CHALK FROM 9:10AM STILL ON LR TIRE.",DG76084,010 OVER TIME LIMIT AT SAME METER,24P2800170
01/08/2024 12:27 PM,GORHAM ST,METERS ENFORCED 8AM-6PM MON-SAT,ASA8109,009 EXPIRED METER (ON STREET),24P2800171
01/08/2024 12:38 PM,GORHAM ST,LIMIT 2 HOURS. CITATION FROM 9:15AM STILL ON VEHICLE. SAME METER.,ATA5827,010 OVER TIME LIMIT AT SAME METER,24P2800172
01/08/2024 12:51 PM,GILMAN ST,METERS ENFORCED 8AM-6PM MON-SAT,ASP1940,009 EXPIRED METER (ON STREET),24P2800173
01/08/2024 12:52 PM,GILMAN ST,METERS ENFORCED 8AM-6PM MON-SAT,TC4206,009 EXPIRED METER (ON STREET),24P2800174
01/08/2024 12:55 PM,GILMAN ST,METERS ENFORCED 8AM-6PM MON-SAT,ACD1512,009 EXPIRED METER (ON STREET),24P2800175
