Date Issue,Location,Comment,License Plate,Type,Ticket #,Tick_Num,Type #,Hour,DayOfWeek
2024-01-10 13:20:00,KESSEL CT,CHALKED 1/8/24 1237PM,ASA5468,004 STREET STORAGE(48 HR LIMIT),24P2000020,20,004,13,Wednesday
2024-01-11 07:23:00,FREY ST,RESIDENT AND GUEST PARKING ONLY,AME8873,083 POSTED PRIVATE OR PUBLIC PROPERTY,24P2000021,21,083,7,Thursday
2024-01-11 07:26:00,FREY ST,RESIDENT AND GUEST PARKING ONLY,ABS3525,083 POSTED PRIVATE OR PUBLIC PROPERTY,24P2000022,22,083,7,Thursday
2024-01-11 07:27:00,FREY ST,RESIDENT AND GUEST PARKING ONLY,AMW8896,083 POSTED PRIVATE OR PUBLIC PROPERTY,24P2000023,23,083,7,Thursday
2024-01-11 07:29:00,FREY ST,RESIDENT AND GUEST PARKING ONLY,ASG9910,083 POSTED PRIVATE OR PUBLIC PROPERTY,24P2000024,24,083,7,Thursday
2024-01-11 07:31:00,FREY ST,RESIDENT AND GUEST PARKING ONLY,AND8276,083 POSTED PRIVATE OR PUBLIC PROPERTY,24P2000025,25,083,7,Thursday
2024-01-11 08:24:00,MUIR FIELD RD,NO PARKING BETWEEN DRIVEWAYS.100%,AVF1341,075 RESTRICTED BY SIGNS,24P2000026,26,075,8,Thursday
2024-01-16 07:54:00,MORRAINE VIEW DR,100% IN VIOLATION,4839AC,067 SCHOOL ZONE 7:30A-4:30P,24P2000027,27,067,7,Tuesday
2024-01-16 09:08:00,MIDDLETON ST,"LIC PLATES NOT DISPLAYED,REG.EXP. 10/18",Not Found,050 UNREG.VEH/IMPROPER DISPLAY,24P2000028,28,050,9,Tuesday
2024-01-16 09:20:00,MIDDLETON ST,"LIC PLATES EXPIRED 5/23, CANCELLED, NOT REGISTERED",AMD9722,050 UNREG.VEH/IMPROPER DISPLAY,24P2000029,29,050,9,Tuesday
2024-01-16 11:04:00,ATTICUS WAY,SIGN(S) POSTED IN CLEAR VIEW,AJM5965,W016 WARNING - DISABLED PARKING VIOLATION,24P2000030,30,W016,11,Tuesday
2024-01-16 11:46:00,KESSEL CT,CHALKED 1/8/24 1237PM,ASA5468,TOW TOW FEE,24P2000031,31,TOW,11,Tuesday
2024-01-16 11:46:00,KESSEL CT,CHALKED 1/8/24 1237PM,ASA5468,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000032,32,036,11,Tuesday
2024-01-16 13:56:00,MORRAINE VIEW DR,CHALKED/NOTED 1/11/24 925AM,ALM7688,004 STREET STORAGE(48 HR LIMIT),24P2000033,33,004,13,Tuesday
2024-01-17 07:41:00,MORRAINE VIEW DR,100% IN VIOLATION,AKL9967,W067 WARNING - SCHOOL ZONE 7:30A-4:30P-POSTED,24P2000034,34,W067,7,Wednesday
2024-01-17 07:52:00,MUIR FIELD RD,CHALKED/NOTED 1/11/24 1016AM,FHR498,004 STREET STORAGE(48 HR LIMIT),24P2000035,35,004,7,Wednesday
2024-01-17 08:11:00,MUIR FIELD RD,NO PARKING HERE TO DRIVEWAY.100 %,APY9962,075 RESTRICTED BY SIGNS,24P2000036,36,075,8,Wednesday
2024-01-17 08:15:00,MUIR FIELD RD,NO PARKING BETWEEN DRIVEWAYS. 100%,AJU5768,075 RESTRICTED BY SIGNS,24P2000037,37,075,8,Wednesday
2024-01-17 08:31:00,RAYMOND RD,CHALKED/NOTED 1/11/24 1212PM,TR5674,004 STREET STORAGE(48 HR LIMIT),24P2000038,38,004,8,Wednesday
2024-01-17 09:27:00,RAYMOND RD,CHALKED/NOTED 1/11/24 1240PM,ALN6573,004 STREET STORAGE(48 HR LIMIT),24P2000039,39,004,9,Wednesday
2024-01-17 09:59:00,PRESIDENTIAL LN,CHALKED/NOTED 1/11/24 949AM,AKU2119,004 STREET STORAGE(48 HR LIMIT),24P2000040,40,004,9,Wednesday
2024-01-17 10:52:00,RUSSETT RD,CHALKED/NOTED 1/11/24 118PM,30507H2,004 STREET STORAGE(48 HR LIMIT),24P2000041,41,004,10,Wednesday
2024-01-17 11:10:00,LOREEN DR,CHALKED/NOTED 1/11/24 145PM,Not Found,004 STREET STORAGE(48 HR LIMIT),24P2000042,42,004,11,Wednesday
2024-01-17 12:55:00,TERRY PL,1 FOOT INTO VISIBLE DRIVE,AUH4220,072 LESS 4' OF DRIVEWAY/ALLEY/PRVT DRIVE,24P2000043,43,072,12,Wednesday
2024-01-18 07:46:00,MORRAINE VIEW DR,100% IN VIOLATION,ALK9052,067 SCHOOL ZONE 7:30A-4:30P,24P2000044,44,067,7,Thursday
2024-01-18 11:06:00,MIDDLETON ST,CHALKED/NOTED 1/16/24 910AM,AWE5019,004 STREET STORAGE(48 HR LIMIT),24P2000045,45,004,11,Thursday
2024-01-18 11:49:00,TREE LN,LIC PLATES EXPIRED 5/23,MRKMJK,050 UNREG.VEH/IMPROPER DISPLAY,24P2000046,46,050,11,Thursday
2024-01-18 12:00:00,TREE LN,100% IN VIOLATION,35ADCP,W046 WARNING - NO PARKING ANYTIME,24P2000047,47,W046,12,Thursday
2024-01-19 07:46:00,MORRAINE VIEW DR,90% IN VIOLATION,TY6299,067 SCHOOL ZONE 7:30A-4:30P,24P2000048,48,067,7,Friday
2024-01-19 07:50:00,MORRAINE VIEW DR,100% IN VIOLATION,V6428D,067 SCHOOL ZONE 7:30A-4:30P,24P2000049,49,067,7,Friday
2024-01-19 09:40:00,RAYMOND RD,CHALKED/NOTED 1/11/24 1212PM,TR5674,TOW TOW FEE,24P2000050,50,TOW,9,Friday
2024-01-19 09:40:00,RAYMOND RD,CHALKED/NOTED 1/11/24 1212PM,TR5674,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000051,51,036,9,Friday
2024-01-19 10:13:00,RAYMOND RD,CHALKED/NOTED 1/11/24 1240PM,ALN6573,TOW TOW FEE,24P2000052,52,TOW,10,Friday
2024-01-19 10:13:00,RAYMOND RD,CHALKED/NOTED 1/11/24 1240PM,ALN6573,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000053,53,036,10,Friday
2024-01-19 12:57:00,RUSSETT RD,CHALKED/NOTED 1/11/24 118PM,30507H2,TOW TOW FEE,24P2000054,54,TOW,12,Friday
2024-01-19 12:57:00,RUSSETT RD,CHALKED/NOTED 1/11/24 118PM,30507H2,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000055,55,036,12,Friday
2024-01-19 13:25:00,LOREEN DR,CHALKED/NOTED 1/11/24 145PM,Not Found,TOW TOW FEE,24P2000056,56,TOW,13,Friday
2024-01-19 13:25:00,LOREEN DR,CHALKED/NOTED 1/11/24 145PM,Not Found,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000057,57,036,13,Friday
2024-01-22 07:41:00,MORRAINE VIEW DR,100% IN VIOLATION,ASJ2988,067 SCHOOL ZONE 7:30A-4:30P,24P2000058,58,067,7,Monday
2024-01-22 08:07:00,TALC TRL,CHALKED/NOTED 1/17/24 1205PM,606MXF,004 STREET STORAGE(48 HR LIMIT),24P2000059,59,004,8,Monday
2024-01-22 08:25:00,WALDORF BLVD,CHALKED/NOTED 1/17/24 1145AM,ARJ1840,004 STREET STORAGE(48 HR LIMIT),24P2000060,60,004,8,Monday
2024-01-22 08:49:00,HARVEST MOON LN,CHALKED/NOTED 1/18/24 1012AM,456ZSZ,004 STREET STORAGE(48 HR LIMIT),24P2000061,61,004,8,Monday
2024-01-22 10:41:00,CHELSEA ST,CHALKED/NOTED 1/19/24 512AM,APK1349,004 STREET STORAGE(48 HR LIMIT),24P2000062,62,004,10,Monday
2024-01-22 11:35:00,D'ONOFRIO DR,LIC PLATES EXPIRED 3/22,875UTW,050 UNREG.VEH/IMPROPER DISPLAY,24P2000063,63,050,11,Monday
2024-01-22 12:06:00,HAMMERSLEY RD,CHALKED/NOTED 1/19/24 135PM,ARB9049,TOW TOW FEE,24P2000064,64,TOW,12,Monday
2024-01-22 12:06:00,HAMMERSLEY RD,CHALKED/NOTED 1/19/24 135PM,ARB9049,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000065,65,036,12,Monday
2024-01-22 13:41:00,PARK EDGE DR,LIC PLATES EXPIRED 8/23,ARM7072,050 UNREG.VEH/IMPROPER DISPLAY,24P2000066,66,050,13,Monday
2024-01-23 08:21:00,URICH TER,100% IN VIOLATION,AHR5736,080 AGAINST TRAFFIC-2 WAY STREET,24P2000067,67,080,8,Tuesday
2024-01-23 09:02:00,SCHROEDER CT,DEALER PLATE SUSPENDED. NO SALE SHEET DISPLAYED,MV5889V,050 UNREG.VEH/IMPROPER DISPLAY,24P2000068,68,050,9,Tuesday
2024-01-23 11:49:00,WESTBROOK LN,LIC PLATES EXPIRED 8/23,AKM2660,050 UNREG.VEH/IMPROPER DISPLAY,24P2000069,69,050,11,Tuesday
2024-01-24 08:38:00,WALDORF BLVD,CHALKED/NOTED 1/17/24 1145AM,ARJ1840,TOW TOW FEE,24P2000070,70,TOW,8,Wednesday
2024-01-24 08:38:00,WALDORF BLVD,CHALKED/NOTED 1/17/24 1145AM,ARJ1840,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000071,71,036,8,Wednesday
2024-01-24 09:11:00,HARVEST MOON LN,CHALKED/NOTED 1/18/24 1012AM,456ZSZ,TOW TOW FEE,24P2000072,72,TOW,9,Wednesday
2024-01-24 09:11:00,HARVEST MOON LN,CHALKED/NOTED 1/18/24 1012AM,456ZSZ,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000073,73,036,9,Wednesday
2024-01-24 11:43:00,CIMARRON TRL,CHALKED/NOTED 1/22/24 1000AM,ATB3763,004 STREET STORAGE(48 HR LIMIT),24P2000074,74,004,11,Wednesday
2024-01-24 12:08:00,D'ONOFRIO DR,CHALKED/NOTED 1/22/24 1135AM,875UTW,TOW TOW FEE,24P2000075,75,TOW,12,Wednesday
2024-01-24 12:08:00,D'ONOFRIO DR,CHALKED/NOTED 1/22/24 1135AM,875UTW,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000076,76,036,12,Wednesday
2024-01-24 13:04:00,MANCHESTER RD,CHALKED/NOTED 1/18/24 918AM,LPW401,TOW TOW FEE,24P2000077,77,TOW,13,Wednesday
2024-01-24 13:04:00,MANCHESTER RD,CHALKED/NOTED 1/18/24 918AM,LPW401,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000078,78,036,13,Wednesday
2024-01-24 13:35:00,PARK EDGE DR,CHALKED/NOTED 1/22/24 125PM,AYEMAMI,004 STREET STORAGE(48 HR LIMIT),24P2000079,79,004,13,Wednesday
2024-01-25 07:44:00,MORRAINE VIEW DR,100% IN VIOLATION,V6428D,067 SCHOOL ZONE 7:30A-4:30P,24P2000080,80,067,7,Thursday
2024-01-25 08:59:00,PARK EDGE DR,100% IN VIOLATION,APC4925,046 NO PARKING ANYTIME,24P2000081,81,046,8,Thursday
2024-01-25 10:06:00,SINGLETON CT,CHALKED/NOTED 1/23/24 401AM,388XSZ,TOW TOW FEE,24P2000082,82,TOW,10,Thursday
2024-01-25 10:06:00,SINGLETON CT,CHALKED/NOTED 1/23/24 401AM,388XSZ,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000083,83,036,10,Thursday
2024-01-25 10:34:00,SCHROEDER CT,CHALKED/NOTED 1/23/24 855AM,MV5889V,TOW TOW FEE,24P2000084,84,TOW,10,Thursday
2024-01-25 10:34:00,SCHROEDER CT,CHALKED/NOTED 1/23/24 855AM,MV5889V,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000085,85,036,10,Thursday
2024-01-25 11:00:00,PRAIRIE RD,CHALKED/NOTED 1/23/24 1005AM,ALY7926,004 STREET STORAGE(48 HR LIMIT),24P2000086,86,004,11,Thursday
2024-01-25 12:19:00,WESTBROOK LN,CHALKED/NOTED 1/23/24 1145AM,AKM2660,TOW TOW FEE,24P2000087,87,TOW,12,Thursday
2024-01-25 12:19:00,WESTBROOK LN,CHALKED/NOTED 1/23/24 1145AM,AKM2660,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000088,88,036,12,Thursday
2024-01-26 07:44:00,JENIFER ST,100% BLOCKING VISIBLE DRIVE,PE6501,TOW TOW FEE,24P2000089,89,TOW,7,Friday
2024-01-26 07:44:00,JENIFER ST,100% BLOCKING VISIBLE DRIVE,PE6501,072 LESS 4' OF DRIVEWAY/ALLEY/PRVT DRIVE,24P2000090,90,072,7,Friday
2024-01-26 09:56:00,BALSAM RD,CHALKED/NOTED 1/23/24 350PM,ANK3059,TOW TOW FEE,24P2000091,91,TOW,9,Friday
2024-01-26 09:56:00,BALSAM RD,CHALKED/NOTED 1/23/24 350PM,ANK3059,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000092,92,036,9,Friday
2024-01-26 10:27:00,DRUMLIN LN,CHALKED/NOTED 1/24/24 442AM,ADL8320,TOW TOW FEE,24P2000093,93,TOW,10,Friday
2024-01-26 10:27:00,DRUMLIN LN,CHALKED/NOTED 1/24/24 442AM,ADL8320,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000094,94,036,10,Friday
2024-01-26 10:47:00,TUCSON TRL,CHALKED/NOTED 1/24/24 1010AM,AMJ7437,004 STREET STORAGE(48 HR LIMIT),24P2000095,95,004,10,Friday
2024-01-26 11:14:00,MAPLE VALLEY DR,CHALKED/NOTED 1/24/24 1100AM,383BUH,TOW TOW FEE,24P2000096,96,TOW,11,Friday
2024-01-26 11:14:00,MAPLE VALLEY DR,CHALKED/NOTED 1/24/24 1100AM,383BUH,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000097,97,036,11,Friday
2024-01-26 13:48:00,PARK EDGE DR,CHALKED/NOTED 1/22/24 125PM,AYEMAMI,TOW TOW FEE,24P2000098,98,TOW,13,Friday
2024-01-26 13:48:00,PARK EDGE DR,CHALKED/NOTED 1/22/24 125PM,AYEMAMI,036 ABANDONMENT 48 HRS-PUB/PRIV,24P2000099,99,036,13,Friday
2024-01-26 13:59:00,GAMMON LN,100% IN VIOLATION,5230136,080 AGAINST TRAFFIC-2 WAY STREET,24P2000100,100,080,13,Friday
2024-01-29 08:08:00,DRAKE ST,NO PARKING 8A-930A MONDAYS,AGD5428,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000101,101,048,8,Monday
2024-01-29 08:12:00,BOWEN CT,NO PARKING 8A-12P MONDAYS,ARH7360,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000102,102,048,8,Monday
2024-01-29 08:15:00,BOWEN CT,NO PARKING 8A-12P MONDAYS X1315,AED1028,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000103,103,048,8,Monday
2024-01-29 08:17:00,BOWEN CT,NO PARKING 8A-12P MONDAYS,772WKA,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000104,104,048,8,Monday
2024-01-29 08:19:00,BOWEN CT,NO PARKING 8A-12P MONDAYS X1327,639VFL,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000105,105,048,8,Monday
2024-01-29 08:21:00,BOWEN CT,NO PARKING 8A-12P MONDAYS X1327,MLA614,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000106,106,048,8,Monday
2024-01-29 08:25:00,VILAS AVE,NO PARKING 8A-12P MONDAYS,ELM6423,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000107,107,048,8,Monday
2024-01-29 08:27:00,VILAS AVE,NO PARKING 8A-NOON MONDAYS,APJ7120,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000108,108,048,8,Monday
2024-01-29 08:28:00,VILAS AVE,NO PARKING 8A-NOON MONDAYS,622WBK,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000109,109,048,8,Monday
2024-01-29 08:30:00,VILAS AVE,NO PARKING 8A-NOON MONDAYS,382UCM,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000110,110,048,8,Monday
2024-01-29 08:33:00,DRAKE ST,NO PARKING 8A-NOON MONDAYS,D707F,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000111,111,048,8,Monday
2024-01-29 08:36:00,DRAKE ST,NO PARKING 8A-NOON MONDAYS,ATP4709,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000112,112,048,8,Monday
2024-01-29 08:39:00,DRAKE ST,NO PARKING 8A-NOON MONDAYS,W4610P,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000113,113,048,8,Monday
2024-01-29 08:44:00,CHANDLER ST,NO PARKING 8A-NOON MONDAYS,13631ER,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000114,114,048,8,Monday
2024-01-29 08:46:00,CHANDLER ST,NO PARKING 8A-NOON MONDAYS,AFB1141,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000115,115,048,8,Monday
2024-01-29 08:48:00,CHANDLER ST,NO PARKING 8A-NOON MONDAYS,450UVH,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000116,116,048,8,Monday
2024-01-29 08:54:00,MILTON ST,NO PARKING 8A-NOON MONDAYS X1225,698ZYM,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000117,117,048,8,Monday
2024-01-29 08:56:00,MILTON ST,NO PARKING 8A-NOON MONDAYS,ALV7277,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000118,118,048,8,Monday
2024-01-29 09:02:00,EMERALD ST,NO PARKING 8A-NOON MONDAYS,AUH4534,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000119,119,048,9,Monday
2024-01-29 09:05:00,EMERALD ST,NO PARKING 8A-NOON MONDAYS,462ZUW,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000120,120,048,9,Monday
2024-01-29 09:06:00,EMERALD ST,NO PARKING 8A-NOON MONDAYS,AUV6665,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000121,121,048,9,Monday
2024-01-29 09:09:00,ERIN ST,NO PARKING 8A-NOON MONDAYS,DYT161,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000122,122,048,9,Monday
2024-01-29 09:13:00,DELAPLAINE CT,NO PARKING 8A-NOON MONDAYS,NGGB23,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000123,123,048,9,Monday
2024-01-29 09:17:00,HAYWOOD DR,NO PARKING 8A-NOON MONDAYS X917,AVZ7019,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000124,124,048,9,Monday
2024-01-29 09:18:00,HAYWOOD DR,NO PARKING 8A-NOON MONDAYS,AKP5700,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000125,125,048,9,Monday
2024-01-29 09:20:00,HAYWOOD DR,NO PARKING 8A-NOON MONDAYS,ARD3044,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000126,126,048,9,Monday
2024-01-29 09:42:00,JOHN NOLEN DR,EMPLOYEE PARKING,AMG4025,083 POSTED PRIVATE OR PUBLIC PROPERTY,24P2000127,127,083,9,Monday
2024-01-29 10:15:00,FAHRENBROOK CT,NO PARKING 8A-NOON MONDAYS,AVW8121,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000128,128,048,10,Monday
2024-01-29 10:18:00,FAHRENBROOK CT,NO PARKING 8A-NOON MONDAYS X1001,730WTT,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000129,129,048,10,Monday
2024-01-29 10:20:00,FAHRENBROOK CT,NO PARKING 8A-NOON MONDAYS X1005,468MLD,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000130,130,048,10,Monday
2024-01-29 10:21:00,FAHRENBROOK CT,NO PARKING 8A-NOON MONDAYS X1007,257RSJ,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000131,131,048,10,Monday
2024-01-29 10:23:00,FAHRENBROOK CT,NO PARKING 8A-NOON MONDAYS,AGV2110,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000132,132,048,10,Monday
2024-01-29 10:24:00,FAHRENBROOK CT,NO PARKING 8A-NOON MONDAYS,361TJL,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000133,133,048,10,Monday
2024-01-29 10:26:00,FAHRENBROOK CT,NO PARKING 8A-NOON MONDAYS,AHX2896,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000134,134,048,10,Monday
2024-01-29 10:30:00,SPRING ST,NO PARKING 8A-NOON MONDAYS,AVV5662,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000135,135,048,10,Monday
2024-01-29 10:31:00,SPRING ST,NO PARKING 8A-NOON MONDAYS,AAU9141,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000136,136,048,10,Monday
2024-01-29 10:34:00,SPRING ST,NO PARKING 8A-NOON MONDAYS,AVR2950,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000137,137,048,10,Monday
2024-01-29 10:36:00,SPRING ST,NO PARKING 8A-NOON MONDAYS,L10981,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000138,138,048,10,Monday
2024-01-29 10:38:00,SPRING ST,NO PARKING 8A-NOON MONDAYS,AUM9136,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000139,139,048,10,Monday
2024-01-29 10:39:00,SPRING ST,NO PARKING 8A-NOON MONDAYS,ABZ9400,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000140,140,048,10,Monday
2024-01-29 10:41:00,SPRING ST,NO PARKING 8A-NOON MONDAYS X1301,561LXS,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000141,141,048,10,Monday
2024-01-29 10:52:00,WEST SHORE DR,NO PARKING 1030A-2P MONDAYS,DU4301,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000142,142,048,10,Monday
2024-01-29 10:56:00,WEST SHORE DR,NO PARKING 1030A-2P MONDAYS,KK3805,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000143,143,048,10,Monday
2024-01-29 11:03:00,SOUTH SHORE DR,NO PARKING 1030A-2P MONDAYS,AMX2410,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000144,144,048,11,Monday
2024-01-29 11:14:00,LAKESIDE ST,NO PARKING 1030A-2P MONDAYS,811ZDY,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000145,145,048,11,Monday
2024-01-29 11:15:00,LAKESIDE ST,NO PARKING 1030A-2P MONDAYS,ARE5034,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000146,146,048,11,Monday
2024-01-29 11:17:00,LAKESIDE ST,NO PARKING 1030A-2P MONDAYS,641YKE,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000147,147,048,11,Monday
2024-01-29 11:19:00,LAKESIDE ST,NO PARKING 1030A-2P MONDAYS,UW9173,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000148,148,048,11,Monday
2024-01-29 11:29:00,EMERSON ST,NO PARKING 1030A-2P MONDAYS,AST8680,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000149,149,048,11,Monday
2024-01-29 11:34:00,POTTER ST,NO PARKING 1030A-2P MONDAYS,ARL1549,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000150,150,048,11,Monday
2024-01-29 11:42:00,SAYLE ST,NO PARKING 1030A-2P MONDAYS,AMY8462,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000151,151,048,11,Monday
2024-01-29 11:43:00,SAYLE ST,NO PARKING 1030A-2P MONDAYS,AEP4326,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000152,152,048,11,Monday
2024-01-29 11:47:00,VAN DEUSEN ST,NO PARKING 1030A-2P MONDAYS X121,381VBX,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000153,153,048,11,Monday
2024-01-29 11:49:00,VAN DEUSEN ST,NO PARKING 1030A-2P MONDAYS,AJZ9348,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000154,154,048,11,Monday
2024-01-29 11:52:00,OLIN AVE,NO PARKING 1030A-2P MONDAYS X509,262XUA,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000155,155,048,11,Monday
2024-01-29 11:54:00,OLIN AVE,NO PARKING 1030A-2P MONDAYS X523,619MGX,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000156,156,048,11,Monday
2024-01-29 11:56:00,OLIN AVE,NO PARKING 1030A-2P MONDAYS,ARX2251,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2000157,157,048,11,Monday
